Origem;Data protocolo;Tipo de Tecnologia;Tema da Saúde;Demandante;Nome da tecnologia;Status;Indicação;Motivo da solicitação ;Data decisão
Interna;05/09/2013;Procedimento;Otorrinolaringologia;Secretaria de Atenção à Saúde SAS/MS;Procedimentos relativos à assistência hospitalar à saúde auditiva Prótese auditiva ancorada no osso (PAAO/BAHA);Processo encerrado: decisão de incorporação no SUS;Deficiência auditiva;Incorporação;11/06/2014
Interna;05/09/2013;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: decisão de incorporação no SUS;Estadiamento clínico do câncer de pulmão de células Nãopequenas potencialmente ressecável;Incorporação;22/04/2014
Interna;05/09/2013;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: decisão de incorporação no SUS;Detecção de metástase de câncer colorretal, exclusivamente hepática e potencialmente ressecável;Incorporação;22/04/2014
Interna;05/09/2013;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: decisão de incorporação no SUS;Estadiamento e avaliação da resposta ao tratamento do linfoma de Hodgkin e linfoma Não Hodgkin;Incorporação;22/04/2014
Interna;09/09/2013;Medicamento;Cardiovascular;Secretaria de Atenção à Saúde SAS/MS;Ciclosporina;Processo encerrado: a pedido do demandante;Imunossupressão em transplante cardíaco;Incorporação;
Interna;05/11/2013;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Azitromicina 250 mg;Processo encerrado: decisão de incorporação no SUS;Tratamento ou quimioprofilaxia da coqueluche;Ampliação de Uso;17/03/2015
Interna;05/11/2013;Procedimento;Hematologia;Secretaria de Atenção à Saúde SAS/MS;Procedimento do teste do ácido nucléico (NAT);Processo encerrado: decisão de incorporação no SUS;Detecção de amostra de sangue de doador;Incorporação;16/05/2014
Interna;06/11/2013;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Insulinas análogas;Processo encerrado: decisão de não incorporação no SUS;Diabetes mellitus tipo ll;Incorporação;05/09/2014
Interna;11/11/2013;Medicamento;Cardiovascular;Secretaria de Atenção à Saúde SAS/MS;Tacrolimo;Processo encerrado: a pedido do demandante;Imunossupressão em transplante cardíaco;Incorporação;
Interna;11/11/2013;Medicamento;Nefrologia;Secretaria de Atenção à Saúde SAS/MS;Sirolimo;Processo encerrado: a pedido do demandante;Imunossupressão em transplante hepático adulto;Incorporação;
Interna;11/11/2013;Medicamento;Nefrologia;Secretaria de Atenção à Saúde SAS/MS;Everolimo;Processo encerrado: a pedido do demandante;Imunossupressão em transplante hepático adulto;Incorporação;
Interna;11/11/2013;Procedimento;Cardiovascular;Secretaria de Atenção à Saúde SAS/MS;Inclusão do CID T 86.2 (Falência ou rejeição de transplante cardíaco);Processo encerrado: a pedido do demandante;Imunossupressão em transplante cardíaco;Incorporação;
Interna;11/11/2013;Medicamento;Cardiovascular;Secretaria de Atenção à Saúde SAS/MS;Everolimo;Processo encerrado: a pedido do demandante;Imunossupressão em transplante cardíaco;Ampliação de Uso;
Interna;11/11/2013;Medicamento;Cardiovascular;Secretaria de Atenção à Saúde SAS/MS;Sirolimo;Processo encerrado: a pedido do demandante;Imunossupressão em transplante cardíaco;Ampliação de Uso;
Interna;11/11/2013;Medicamento;Gastroenterologia;Secretaria de Atenção à Saúde SAS/MS;Infliximabe;Processo encerrado: decisão de não incorporação no SUS;Retocolite ulcerativa grave refratária a corticóides e ciclosporina;Incorporação;07/07/2014
Interna;11/11/2013;Medicamento;Psiquiatria;Secretaria de Atenção à Saúde SAS/MS;Clozapina;Processo encerrado: decisão de incorporação no SUS;Transtorno afetivo bipolar;Incorporação;10/03/2015
Interna;12/07/2013;Produto;Pneumologia;Hospital das Clínicas de Porto Alegre;Implante de válvulas endobronquiais unidirecionais;Processo encerrado: decisão de não incorporação no SUS;tratamento do enfisema pulmonar heterogêneo;Incorporação;29/09/2014
Interna;11/11/2013;Medicamento;Psiquiatria;Secretaria de Atenção à Saúde SAS/MS;Lamotrigina;Processo encerrado: decisão de incorporação no SUS;Transtorno afetivo bipolar;Incorporação;10/03/2015
Interna;11/11/2013;Medicamento;Psiquiatria;Secretaria de Atenção à Saúde SAS/MS;Olanzapina;Processo encerrado: decisão de incorporação no SUS;Transtorno afetivo bipolar;Incorporação;10/03/2015
Interna;11/11/2013;Medicamento;Psiquiatria;Secretaria de Atenção à Saúde SAS/MS;Quetiapina;Processo encerrado: decisão de incorporação no SUS;Transtorno afetivo bipolar;Incorporação;10/03/2015
Interna;11/11/2013;Medicamento;Psiquiatria;Secretaria de Atenção à Saúde SAS/MS;Risperidona;Processo encerrado: decisão de incorporação no SUS;Transtorno afetivo bipolar;Incorporação;10/03/2015
Interna;20/11/2013;Medicamento;Cardiovascular;Secretaria de Atenção à Saúde SAS/MS;Imunoglobulina humana;Processo encerrado: a pedido do demandante;Imunossupressão em transplante cardíaco;Incorporação;
Interna;21/11/2013;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Insulinas análogas;Processo encerrado: decisão de não incorporação no SUS;Diabetes mellitus tipo l;Incorporação;05/09/2014
Interna;22/11/2013;Procedimento;Neonatologia;Secretaria de Atenção à Saúde SAS/MS;Oximetria de pulso Teste do coraçãozinho;Processo encerrado: decisão de incorporação no SUS;Triagem neonatal;Incorporação;11/06/2014
Interna;22/12/2013;Procedimento;Infectologia;Secretaria de Atenção à Saúde SAS/MS;Testes confirmatórios para o diagnóstico HTLV;Processo encerrado: a pedido do demandante;Diagnóstico do HTLV;Incorporação;
Interna;20/01/2014;Medicamento;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Mesilato de imatinibe;Processo encerrado: decisão de incorporação no SUS;Quimioterapia adjuvante do tumor do estroma gastrointestinal;Incorporação;07/07/2014
Interna;20/01/2014;Procedimento;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Hormonioterapia prévia (préoperatório, neoadjuvante);Processo encerrado: decisão de incorporação no SUS;Câncer de mama;Incorporação;11/06/2014
Interna;12/02/2014;Medicamento;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Trastuzumabe;Processo encerrado: por decisão da Conitec;Câncer de mama metastático ou recidivado;Incorporação;
Interna;05/03/2014;Medicamento;Neurologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Fingolimode;Processo encerrado: decisão de incorporação no SUS;Esclerose múltipla;Incorporação;27/06/2014
Interna;18/03/2014;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Antirretroviral raltegravir;Processo encerrado: decisão de incorporação no SUS;Uso pediátrico;Incorporação;06/11/2014
Interna;18/03/2014;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Estavudina (d4T) 30mg;Processo encerrado: decisão de exclusão do SUS;Terapia antirretrovirais para pacientes com HIV;Exclusão;26/09/2014
Interna;18/03/2014;Medicamento;Infectologia;Secretaria de Vigilância em Saúde SVS/MS;Indinavir (IDV) 400mg;Processo encerrado: decisão de exclusão do SUS;Terapia antirretrovirais para pacientes com HIV;Exclusão;26/09/2014
Interna;24/03/2014;Medicamento;Genética;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Alfataliglicerase;Processo encerrado: decisão de incorporação no SUS;Doença de Gaucher;Incorporação;26/09/2014
Interna;08/04/2014;Produto;Infectologia;Secretaria de Atenção à Saúde SAS/MS;Teste Elisa;Processo encerrado: a pedido do demandante;Avaliação da eficácia da Cobertura Vacinal no caso de suspeita de imunodeficiência primária;Incorporação;
Interna;08/04/2014;Medicamento;Hematologia;Secretaria de Atenção à Saúde SAS/MS;Eritropoietina;Processo encerrado: decisão de não incorporação no SUS;Doença falciforme;Incorporação;09/06/2015
Interna;29/04/2014;Medicamento;Oncologia;Secretaria de Atenção à Saúde SAS/MS;Sunitinibe;Processo encerrado: por decisão da Conitec;Tumores do estroma gastrointestinal (GIST) resistente ou intolerante ao imatinibe;Incorporação;
Interna;05/05/2014;Medicamento;Urologia;Secretaria de Atenção à Saúde SAS/MS;Oxibutina;Processo encerrado: a pedido do demandante;Bexiga hiperativa;Incorporação;
Interna;05/05/2014;Medicamento;Urologia;Secretaria de Atenção à Saúde SAS/MS;Solifenacina;Processo encerrado: a pedido do demandante;Bexiga hiperativa;Incorporação;
Interna;05/05/2014;Medicamento;Urologia;Secretaria de Atenção à Saúde SAS/MS;Darifenacina;Processo encerrado: a pedido do demandante;Bexiga hiperativa;Incorporação;
Interna;05/05/2014;Medicamento;Urologia;Secretaria de Atenção à Saúde SAS/MS;Tolterodina;Processo encerrado: a pedido do demandante;Bexiga hiperativa;Incorporação;
Interna;06/06/2014;Produto;Nutrologia;Secretaria de Atenção à Saúde SAS/MS;Suplemento alimentar em póNutriSUS em com múltiplos micronutrientes;Processo encerrado: decisão de incorporação no SUS;Fortificação da alimentação infantil;Incorporação;14/08/2014
Interna;06/06/2014;Procedimento;Infectologia;Secretaria de Atenção à Saúde SAS/MS;Teste genético Exame anticorpo monoclonal antiCD 19;Processo encerrado: a pedido do demandante;Exames para diagnóstico das imunodeficiências primárias;Incorporação;
Interna;06/06/2014;Procedimento;Infectologia;Secretaria de Atenção à Saúde SAS/MS;Teste genético Exame anticorpo monoclonal antiCD 16/56;Processo encerrado: a pedido do demandante;Exames para diagnóstico das imunodeficiências primárias;Incorporação;
Interna;06/06/2014;Procedimento;Infectologia;Secretaria de Atenção à Saúde SAS/MS;Teste genético Exame reagente dihidrorodamina;Processo encerrado: a pedido do demandante;Exames para diagnóstico das imunodeficiências primárias;Incorporação;
Interna;01/07/2014;Medicamento;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Sunitinibe;Processo encerrado: por decisão da Conitec;1ª linha de tratamento do carcinoma de rim de células claras;Incorporação;
Interna;01/07/2014;Medicamento;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Bevacizumabe;Processo encerrado: por decisão da Conitec;1ª linha de tratamento do carcinoma de rim de células claras;Incorporação;
Interna;01/07/2014;Medicamento;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Pazopanibe;Processo encerrado: por decisão da Conitec;1ª linha de tratamento do carcinoma de rim de células claras;Incorporação;
Interna;01/07/2014;Medicamento;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Interferon;Processo encerrado: por decisão da Conitec;1ª linha de tratamento do carcinoma de rim de células claras;Incorporação;
Interna;01/07/2014;Medicamento;Oncologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Tensirolimo;Processo encerrado: por decisão da Conitec;1ª linha de tratamento do carcinoma de rim de células claras;Incorporação;
Interna;03/07/2014;Medicamento;Endocrinologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Dicloridrato de sapropterina;Processo encerrado: a pedido do demandante;Pacientes com hiperfenilalaninemia com deficiência de tetrahidrobiopterina (BH4);Incorporação;
Interna;15/07/2014;Procedimento;Cardiovascular;Secretaria de Estado da Saúde de São Paulo SES/SP;Monitorização intracraniana PIC Cateter PTIO2, cateteres com ponta metálica (tipo CODMAN ou PRESSIO);Processo encerrado: decisão de não incorporação no SUS;Monitorização da pressão intracraniana em pacientes com traumatismo cranioencefálico grave;Incorporação;17/12/2014
Interna;15/07/2014;Procedimento;Cardiovascular;Secretaria de Estado da Saúde de São Paulo SES/SP;Monitorização intracraniana PIC Cateter de fibra óptica (tipo CAMINO);Processo encerrado: decisão de não incorporação no SUS;Monitorização da pressão intracraniana em pacientes com traumatismo cranioencefálico grave;Incorporação;17/12/2014
Interna;17/07/2014;Medicamento;Hematologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Talidomida;Processo encerrado: decisão de incorporação no SUS;Síndrome mielodisplásica;Incorporação;17/12/2014
Interna;23/07/2014;Medicamento;Toxicologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;Cloridrato de hidroxicobalamina 5 mg;Processo encerrado: a pedido do demandante;Intoxicação;Incorporação;
Interna;24/07/2014;Medicamento;Ginecologia;Secretaria de Atenção à Saúde SAS/MS;Noretisterona;Processo encerrado: a pedido do demandante;Endometriose;Incorporação;
Interna;25/07/2014;Medicamento;Ginecologia;Secretaria de Atenção à Saúde SAS/MS;Etinil estradiol + levonorgestrel;Processo encerrado: a pedido do demandante;Endometriose;Incorporação;
Interna;25/07/2014;Produto;Pneumologia;Secretaria de Estado da Saúde de São Paulo SES/SP;Oxigenação por membrana extracorpórea;Processo encerrado: decisão de não incorporação no SUS;Suporte de pacientes com insuficiência respiratória grave;Incorporação;01/07/2015
Interna;26/07/2014;Medicamento;Ginecologia;Secretaria de Atenção à Saúde SAS/MS;Acetato de medroxiprogesterona;Processo encerrado: a pedido do demandante;Endometriose;Incorporação;
Interna;06/08/2014;Medicamento;Genética;Secretaria de Atenção à Saúde SAS/MS;Cipionato de hidrocortisona 10 mg;Processo encerrado: decisão de incorporação no SUS;Hiperplasia adrenal congênita de recémnascidos diagnosticados no Programa Nacional de Triagem Neonatal (PNTN);Incorporação;17/03/2015
Interna;06/08/2014;Medicamento;Genética;Secretaria de Atenção à Saúde SAS/MS;Cipionato de hidrocortisona 20 mg;Processo encerrado: decisão de incorporação no SUS;Hiperplasia adrenal congênita de recémnascidos diagnosticados no Programa Nacional de Triagem Neonatal (PNTN);Incorporação;17/03/2015
Interna;25/08/2014;Medicamento;Reumatologia;Secretaria de Atenção à Saúde SAS/MS;Naproxeno;Processo encerrado: decisão de incorporação no SUS;Artrite psoríaca;Incorporação;17/12/2014
Interna;25/08/2014;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: a pedido do demandante;Diagnóstico, estadiamento e reestadiamento dos cânceres cabeça e pescoço;Incorporação;
Interna;25/08/2014;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: a pedido do demandante;Diagnóstico, estadiamento e reestadiamento dos cânceres cólon e reto;Incorporação;
Interna;25/08/2014;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: a pedido do demandante;Diagnóstico, estadiamento e reestadiamento do câncer de pulmão;Incorporação;
Interna;25/08/2014;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: a pedido do demandante;Diagnóstico, estadiamento e reestadiamento do melanoma maligno;Incorporação;
Interna;25/08/2014;Produto;Oncologia;Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS;PET CT;Processo encerrado: a pedido do demandante;Diagnóstico do câncer de mama metastático;Incorporação;
Interna;02/09/2014;Produto;Neurologia;Secretaria de Atenção à Saúde SAS/MS;Neuromoduladores;Processo encerrado: a pedido do demandante;Dor crônica refratária ao tratamento convencional;Incorporação;
Interna;02/09/2014;Produto;Neurologia;Secretaria de Atenção à Saúde SAS/MS;Marcapasso diafragmático;Processo encerrado: a pedido do demandante;Paralisia diafragmática;Incorporação;
